mode,episode,success,rounds,total_commands,wait_commands,wait_rate,skill_errors,transport_no_item,transport_no_item_wait,intent_total,intent_errors,intent_accuracy
full,1,1,22,66,10,0.15151515151515152,0,0,0,66,0,1.0
