mode,episodes,completion_rate,avg_rounds_success,avg_wait_rate,avg_intent_accuracy,avg_skill_errors,avg_transport_no_item,avg_transport_no_item_wait
no_blackboard,5,1.0,22.0,0.17297979797979798,0.9658585858585857,1.2,1.0,0.0
