mode,episodes,completion_rate,avg_rounds_success,avg_wait_rate,avg_intent_accuracy,avg_skill_errors,avg_transport_no_item,avg_transport_no_item_wait
no_blackboard,1,1.0,22.0,0.12121212121212122,0.9848484848484849,0.0,1.0,0.0
